inbound_tweet_id,brand_tweet_id,customer_message_raw,customer_message,brand_reply_raw,brand_reply,created_at,matched_intent
86110,86111,"@AmazonHelp It was December 4 but still, I chose 2 day shipping on it!","It was December 4 but still, I chose 2 day shipping on it!",@134799 Sorry to hear of the delay. Prime 2 day shipping is after dispatch. You can find more info here: https://t.co/Db6lM29MaA ^ES,@134799 Sorry to hear of the delay. Prime 2 day shipping is after dispatch. You can find more info here: ^ES,Thu Nov 30 14:36:03 +0000 2017,
86112,86113,"@AmazonHelp Yes, it was dispatched Tuesday. So today is the second business day and no sign of it. CS live chat didn’t help at all 🙄","Yes, it was dispatched Tuesday. So today is the second business day and no sign of it. CS live chat didn’t help at all 🙄",@134799 I understand your frustration. Please let us know if your items don't arrive by the delivery date of December 4th. ^VF,@134799 I understand your frustration. Please let us know if your items don't arrive by the delivery date of December 4th. ^VF,Thu Nov 30 14:42:00 +0000 2017,
86114,86115,@AmazonHelp How do I go about closing my account?,How do I go about closing my account?,@134799 We can help with that! You can learn about closing your account and how to do so here: https://t.co/0YOv8BlZqc I hope this helps! ^JE,@134799 We can help with that! You can learn about closing your account and how to do so here: I hope this helps! ^JE,Thu Nov 30 14:50:08 +0000 2017,
86120,86118,"Ordered an arcade stick and payed extra for a guaranteed delivery for today on Amazon. Now delayed to tomorrow, this upsets me greatly.","Ordered an arcade stick and payed extra for a guaranteed delivery for today on Amazon. Now delayed to tomorrow, this upsets me greatly.",@134800 Sorry to hear that. Were you provided with a reason for the delay?^TI,@134800 Sorry to hear that. Were you provided with a reason for the delay?^TI,Thu Nov 30 14:21:00 +0000 2017,delivery_status
86119,86121,"@AmazonHelp Just found out UPS showed up and left a notice about me not being here to receive the package, they did not even ring the bell.","Just found out UPS showed up and left a notice about me not being here to receive the package, they did not even ring the bell.",@134800 Did they state on the slip if they were coming back tomorrow for a redelivery? ^GP,@134800 Did they state on the slip if they were coming back tomorrow for a redelivery? ^GP,Thu Nov 30 14:33:00 +0000 2017,
86122,86123,"@AmazonHelp Yes but the issue is that the ""attempt"" today. Would there be no way for them to try again today. i can't pick up a package if they don't ring the bell to let me know they are here to deliver it.","Yes but the issue is that the ""attempt"" today. Would there be no way for them to try again today. i can't pick up a package if they don't ring the bell to let me know they are here to deliver it.",@134800 We wouldn't be able to request redelivery for today unfortunately. Delivery should be automatically attempted again tomorrow for you. ^NV,@134800 We wouldn't be able to request redelivery for today unfortunately. Delivery should be automatically attempted again tomorrow for you. ^NV,Thu Nov 30 14:43:29 +0000 2017,
86126,86124,"@AmazonHelp No one was conciliatory, no one apologized for the blatant lying (which is recorded in chat transcripts), and I won't get my package on time. This isn't the first time. @115821 doesn't care about delivery in rural areas. Prime or not.","No one was conciliatory, no one apologized for the blatant lying (which is recorded in chat transcripts), and I won't get my package on time. This isn't the first time. doesn't care about delivery in rural areas. Prime or not.","@134801 Hello Ryan, we're sorry that you did not receive your package and we understand your frustration with us regarding the time frame of delivery. We would like to assist. What is the UPS tracking showing? Have you received an email from us stating a delay in delivery? ^TE","@134801 Hello Ryan, we're sorry that you did not receive your package and we understand your frustration with us regarding the time frame of delivery. We would like to assist. What is the UPS tracking showing? Have you received an email from us stating a delay in delivery? ^TE",Thu Nov 30 14:20:31 +0000 2017,delivery_status
86125,86127,"@AmazonHelp The UPS tracking says tomorrow. That is from the UPS website. Your representatives ASSURED me, in writing, that it would come today. I don't understand how they can get away with that. This experience has been awful.","The UPS tracking says tomorrow. That is from the UPS website. Your representatives ASSURED me, in writing, that it would come today. I don't understand how they can get away with that. This experience has been awful.",@134801 What was the original delivery date provided in your order confirmation e-mail? We'd like to help! ^ZW,@134801 What was the original delivery date provided in your order confirmation e-mail? We'd like to help! ^ZW,Thu Nov 30 15:05:00 +0000 2017,delivery_status
86129,86130,"@AmazonHelp Nov. 30. But it didn't ship until Nov. 29 afternoon and we are in a rural, underserved area. UPS now shows Dec. 1 for delivery.","Nov. 30. But it didn't ship until Nov. 29 afternoon and we are in a rural, underserved area. UPS now shows Dec. 1 for delivery.","@134801 Have you contacted the carrier directly? If so, what did they advise? ^MW","@134801 Have you contacted the carrier directly? If so, what did they advise? ^MW",Thu Nov 30 15:20:00 +0000 2017,delivery_status
86132,86133,"@AmazonHelp And when I complained, they were unhelpful and blase. They told me even today that it might arrive today. Despite UPS telling me that it wouldn't. They are rude and ill informed. And they lied.","And when I complained, they were unhelpful and blase. They told me even today that it might arrive today. Despite UPS telling me that it wouldn't. They are rude and ill informed. And they lied.","@134801 Hi Ryan, really sorry that you've had a bad experience trying to get your issue resolved. Please allow us another opportunity to look into this for you: https://t.co/CYqkdUakWJ ^JC.","@134801 Hi Ryan, really sorry that you've had a bad experience trying to get your issue resolved. Please allow us another opportunity to look into this for you: ^JC.",Thu Nov 30 15:54:31 +0000 2017,
86141,86140,"Dunque, terminata la lettura de ""L'uomo nell'alto castello"" di P.K. Dick, pronto per la visione della serie tv #amazon @134803. Iniziata la lettura di #AmericanGods. Audiolibro @5145 di ""Una cosa divertente che non farò mai più"" di D.F. Wallace. Tutto secondo i piani.","Dunque, terminata la lettura de ""L'uomo nell'alto castello"" di P.K. Dick, pronto per la visione della serie tv #amazon . Iniziata la lettura di #AmericanGods. Audiolibro di ""Una cosa divertente che non farò mai più"" di D.F. Wallace. Tutto secondo i piani.","@134802 Beh, che dire? La tua tabella di marcia non fa una piega! 😜 ^VE","@134802 Beh, che dire? La tua tabella di marcia non fa una piega! 😜 ^VE",Thu Nov 30 14:12:32 +0000 2017,
86144,86142,"@122232 I’ve already sent you a DM with my reference number... I should have receive my parcel before 12am according to your tracking information. @115830 app says I won’t receive it today. Can anyone give me a solution, please? I’ve been 30min by now on the phone with Amazon. https://t.co/j085mWEx4C","I’ve already sent you a DM with my reference number... I should have receive my parcel before 12am according to your tracking information. app says I won’t receive it today. Can anyone give me a solution, please? I’ve been 30min by now on the phone with Amazon.","@134804 Hello Juan, I'm sorry you haven't received your parcel. What information has our agent on the phone provided? ^TE","@134804 Hello Juan, I'm sorry you haven't received your parcel. What information has our agent on the phone provided? ^TE",Thu Nov 30 14:20:30 +0000 2017,delivery_status
86143,86146,"@AmazonHelp He wasn’t able to contact @122232. Twice. I tried by myself. A voicemail said that if I’ve not received today by 1pm (which happens to be the case), I should tomorrow.","He wasn’t able to contact . Twice. I tried by myself. A voicemail said that if I’ve not received today by 1pm (which happens to be the case), I should tomorrow.",@134804 I'm very sorry about the delay. Have you checked your Tracking directly on the DPD website is see if there is any further info? Sometimes they have updated quicker than through your orders. ^MI,@134804 I'm very sorry about the delay. Have you checked your Tracking directly on the DPD website is see if there is any further info? Sometimes they have updated quicker than through your orders. ^MI,Thu Nov 30 14:29:00 +0000 2017,
86148,86149,"@AmazonHelp It was the first thing I did, but there wasn’t any further info. Not it says the parcel is prepared for delivery later today, hopefully. Thanks very much.","It was the first thing I did, but there wasn’t any further info. Not it says the parcel is prepared for delivery later today, hopefully. Thanks very much.","@134804 We'd like to make sure that your order arrives to you safe and sound, please keep us posted on this delivery! ^FR","@134804 We'd like to make sure that your order arrives to you safe and sound, please keep us posted on this delivery! ^FR",Thu Nov 30 15:13:01 +0000 2017,delivery_status
86150,86151,"@AmazonHelp It just arrived, safe and sound! Thank you very much for dealing with that.","It just arrived, safe and sound! Thank you very much for dealing with that.",@134804 Excellent! Thank you very much for the update. Glad your order arrived! ^TK,@134804 Excellent! Thank you very much for the update. Glad your order arrived! ^TK,Thu Nov 30 20:05:32 +0000 2017,
86157,86156,@115850 @AmazonHelp do you take any action when delivery boy falsely claims that he attempted delivery,do you take any action when delivery boy falsely claims that he attempted delivery,"@134806 We will certainly take the required action. As you have shared the details, the team will look into it and do the needful at the earliest. Appreciate your understanding. ^PR","@134806 We will certainly take the required action. As you have shared the details, the team will look into it and do the needful at the earliest. Appreciate your understanding. ^PR",Thu Nov 30 14:18:35 +0000 2017,delivery_status
86159,86158,"Paid for @115821 prime just to still not have my package here 5 Days later 🙃.

Patiently awaits tho bro,","Paid for prime just to still not have my package here 5 Days later 🙃. Patiently awaits tho bro,","@134807 I'm sorry for the long wait time! We're here to help any way we can. Just to clarify, have we missed the expected delivery date in your order confirmation e-mail? ^AL","@134807 I'm sorry for the long wait time! We're here to help any way we can. Just to clarify, have we missed the expected delivery date in your order confirmation e-mail? ^AL",Thu Nov 30 14:18:35 +0000 2017,delivery_status
86161,86160,"@AmazonHelp eu criei uma conta, coloquei o free trial normal, porem apareceu a mensagem dizendo que o endereço do cartão estava errado, porém é o mesmo endereço que eu uso pra compras na loja da amazon","eu criei uma conta, coloquei o free trial normal, porem apareceu a mensagem dizendo que o endereço do cartão estava errado, porém é o mesmo endereço que eu uso pra compras na loja da amazon","@134808 Por favor, entre em contato com nossos companheiros de Suporte ao Cliente para que possam verificar as opções disponíveis: https://t.co/qGpkDwGRhX. ^DA","@134808 Por favor, entre em contato com nossos companheiros de Suporte ao Cliente para que possam verificar as opções disponíveis: ^DA",Thu Nov 30 14:18:00 +0000 2017,
86163,86162,"@117086 Amazon meu anjo, eu gostaria da sua ajuda,eu criei uma conta no audible","Amazon meu anjo, eu gostaria da sua ajuda,eu criei uma conta no audible","@134808 Olá Pedro, poderia nos explicar com mais detalhes o que aconteceu, sem publicar detalhes de sua conta? ^DA","@134808 Olá Pedro, poderia nos explicar com mais detalhes o que aconteceu, sem publicar detalhes de sua conta? ^DA",Thu Nov 30 14:06:32 +0000 2017,
86165,86164,"@115850  30th dec tak aapne result declare krne hai..tak bak to meri beard bahut badh jayegi.. hehe
Pls reply..
#Syskaappquiz",30th dec tak aapne result declare krne hai..tak bak to meri beard bahut badh jayegi.. hehe Pls reply.. #Syskaappquiz,"@134809 We understand your concern. The results aren't declared yet, please stay tuned to our website for updates. ^YP","@134809 We understand your concern. The results aren't declared yet, please stay tuned to our website for updates. ^YP",Thu Nov 30 14:16:00 +0000 2017,
86167,86166,When your Boss orders a swimming noodle for a 🎄 project &amp; the box is big enough for you to fit in it @115830 surely this is a waste?😂😩🤷🏻‍♀️ https://t.co/3wcxT6OUTU,When your Boss orders a swimming noodle for a 🎄 project & the box is big enough for you to fit in it surely this is a waste?😂😩🤷🏻‍♀️,@134810 We're always looking for ways to improve. Please send us your packaging feedback here: https://t.co/lSVN3kb44b ^CO,@134810 We're always looking for ways to improve. Please send us your packaging feedback here: ^CO,Thu Nov 30 14:15:29 +0000 2017,
86169,86168,@AmazonHelp no it actually arrived two days early! that’s why i said i’m not complaining! sorry,no it actually arrived two days early! that’s why i said i’m not complaining! sorry,"@134811 Sorry for the confusion on this. I am glad to see that we over delivered in this case, if you ever have an issue to raise you know where to find us  :D","@134811 Sorry for the confusion on this. I am glad to see that we over delivered in this case, if you ever have an issue to raise you know where to find us :D",Thu Nov 30 14:14:24 +0000 2017,
86171,86170,"lmao amazon is a mess, my package would arrive on saturday, then on friday and now it’s today before 8pm?? but i’m not complaining that’s fine","lmao amazon is a mess, my package would arrive on saturday, then on friday and now it’s today before 8pm?? but i’m not complaining that’s fine",@134811 I'm sorry to hear of this delay in your order! That's definitely not the service we strive to provide. Did you receive any e-mails from us explaining this delay? ^TH,@134811 I'm sorry to hear of this delay in your order! That's definitely not the service we strive to provide. Did you receive any e-mails from us explaining this delay? ^TH,Thu Nov 30 11:59:31 +0000 2017,
86176,86174,@115850 worst experience with amazon till date,worst experience with amazon till date,@134813 I'm sorry about the unpleasant experience. Could you please let us know what went wrong so we can help you? ^GD,@134813 I'm sorry about the unpleasant experience. Could you please let us know what went wrong so we can help you? ^GD,Thu Nov 30 14:14:24 +0000 2017,
86177,86178,@AmazonHelp also Variety of information given by Customer service about single offer which to trust,also Variety of information given by Customer service about single offer which to trust,"@134813 I apologize for any confusion, we'd like to check this and help. Please share your details here https://t.co/GIJyeYqKE0 and we'll reach out to you accordingly. ^MD","@134813 I apologize for any confusion, we'd like to check this and help. Please share your details here and we'll reach out to you accordingly. ^MD",Thu Nov 30 14:50:32 +0000 2017,
86179,86180,@AmazonHelp sent to the link provided by u,sent to the link provided by u,@134813 Thanks for the confirmation. Our team will check all the details and reach out to you soon. ^PR,@134813 Thanks for the confirmation. Our team will check all the details and reach out to you soon. ^PR,Thu Nov 30 15:28:31 +0000 2017,
86181,86182,@AmazonHelp how long already 24hrs over.😏,how long already 24hrs over.😏,"@134813 That's strange, Akarsh. Could you check here: https://t.co/rdv8PzpU4A and let us know If you've received any email correspondence from the social media team regarding the issue? ^NK","@134813 That's strange, Akarsh. Could you check here: and let us know If you've received any email correspondence from the social media team regarding the issue? ^NK",Fri Dec 01 15:12:07 +0000 2017,
86184,86183,"@115830 Hi, I've been sat in waiting for a parcel, only for the guy to turn up, not even knock at my door and just immediately take it to my neighbours house and then was going to sneakily put the card through my letter box... Cont'd","Hi, I've been sat in waiting for a parcel, only for the guy to turn up, not even knock at my door and just immediately take it to my neighbours house and then was going to sneakily put the card through my letter box... Cont'd",@134814 I'm so sorry that you've had this experience. This is not how we expect our delivery agents to deliver! Please take a moment to provide your details here so that we can reach out and help you find a resolution: https://t.co/YmmWk6ZOiM  ^SP,@134814 I'm so sorry that you've had this experience. This is not how we expect our delivery agents to deliver! Please take a moment to provide your details here so that we can reach out and help you find a resolution: ^SP,Thu Nov 30 14:14:00 +0000 2017,
86186,86185,"@AmazonHelp My wife bought a birthday print at home gift card &amp; when I downloaded it, it was a Happy Holidays card! Chat was NOT helpful. What can be done????","My wife bought a birthday print at home gift card & when I downloaded it, it was a Happy Holidays card! Chat was NOT helpful. What can be done????","@134815 Hi there, I'm sorry you weren't able to get this resolved. Please give us a call so that we can get you the right gift card! 
 https://t.co/hApLpMlfHN 

-RD","@134815 Hi there, I'm sorry you weren't able to get this resolved. Please give us a call so that we can get you the right gift card! -RD",Thu Nov 30 14:13:30 +0000 2017,payment_and_billing
86190,86187,@AmazonHelp I chatted with Melwin. They assured me that the package would be delivered and that I would receive an email from them. Neither happened.,I chatted with Melwin. They assured me that the package would be delivered and that I would receive an email from them. Neither happened.,@134816 Were you given an updated delivery date or an additional notice of delay? What was the delivery date the agent you spoke to provided? We'd like to help! ^ZW,@134816 Were you given an updated delivery date or an additional notice of delay? What was the delivery date the agent you spoke to provided? We'd like to help! ^ZW,Thu Nov 30 14:12:38 +0000 2017,
86195,86191,"@AmazonHelp Okay, see if you have a way to get through to them. I sure can't. :(","Okay, see if you have a way to get through to them. I sure can't. :(",@134816 Do you mind getting in touch with us so we can look at our options together? You can do so here:  https://t.co/Q7Ftz6nj80. ^DY,@134816 Do you mind getting in touch with us so we can look at our options together? You can do so here: ^DY,Tue Nov 28 15:51:34 +0000 2017,
86198,86196,"@AmazonHelp ""In Transit: Delivery attempted"" IntelCom's site &amp; tracking ID not working &amp; I've already been on hold 20min today and longer yesterday.","""In Transit: Delivery attempted"" IntelCom's site & tracking ID not working & I've already been on hold 20min today and longer yesterday.",@134816 Please update us once your call is complete! We'd love to help. ^AP,@134816 Please update us once your call is complete! We'd love to help. ^AP,Tue Nov 28 15:42:52 +0000 2017,delivery_status
86200,86199,Yo @116090 IntelCom as a courier = #FAIL Delivery was very late so missed. No answer + site tracking broken. We want our shipment!,Yo IntelCom as a courier = #FAIL Delivery was very late so missed. No answer + site tracking broken. We want our shipment!,@134816 Sorry to hear you've had a negative experience Philip. Can I ask what the latest tracking update has been? You can check here: https://t.co/PyACxvY8Qo. ^TI,@134816 Sorry to hear you've had a negative experience Philip. Can I ask what the latest tracking update has been? You can check here: ^TI,Tue Nov 28 15:37:32 +0000 2017,delivery_status
86208,86206,"Today is the twins’ 4th Birthday. This is their gift from us - ordered on Sunday with Amazon Prime. We were assured yesterday that it would arrive today but I have just received this message. I understand that these things happen, but I’m hoping you can work some magic @115830 https://t.co/IrX4jcLN6Z","Today is the twins’ 4th Birthday. This is their gift from us - ordered on Sunday with Amazon Prime. We were assured yesterday that it would arrive today but I have just received this message. I understand that these things happen, but I’m hoping you can work some magic",@134818 Sorry about the delivery delay especially considering it is for a birthday gift. Was a new expected delivery provided on the tracking? ^NV,@134818 Sorry about the delivery delay especially considering it is for a birthday gift. Was a new expected delivery provided on the tracking? ^NV,Thu Nov 30 14:11:26 +0000 2017,subscription_and_prime
86207,86209,"@AmazonHelp Yesterday, yes. But it was supposed to have already arrived by then! Can this item be delivered today? Or a similar one? Thank you.","Yesterday, yes. But it was supposed to have already arrived by then! Can this item be delivered today? Or a similar one? Thank you.",@134818 Please contact us directly using the following link: https://t.co/oGDklGgbCZ so we can look into this for you.^SM,@134818 Please contact us directly using the following link: so we can look into this for you.^SM,Thu Nov 30 14:45:27 +0000 2017,
86211,86210,"@115821 help order number I wish to cancel ORDER # D01-3970700-6742663. Inadvertently ordered.  

Thanx",help order number I wish to cancel ORDER # D01-3970700-6742663. Inadvertently ordered. Thanx,"@134819 We're happy to help! However, we aren't able to access your account via Twitter. Can you please contact us here:  https://t.co/hApLpMlfHN ^GS","@134819 We're happy to help! However, we aren't able to access your account via Twitter. Can you please contact us here: ^GS",Thu Nov 30 14:09:31 +0000 2017,order_cancellation_or_change
86214,86212,@115821 help inadvertently ordered audible on book by Louisa Locke .  Please advise how to cancel.,help inadvertently ordered audible on book by Louisa Locke . Please advise how to cancel.,@134819 Hi Charles! You can contact audible here: https://t.co/I3gCTY3NEH.^CN,@134819 Hi Charles! You can contact audible here:,Thu Nov 30 14:09:31 +0000 2017,
86213,86215,@AmazonHelp Cannot contact as my access blocks site.,Cannot contact as my access blocks site.,"@134819 While https://t.co/RMXGdmhl2d is a wholly-owned subsidiary of https://t.co/nUUp5MLhYl, it operates as an independent site. You can reach an https://t.co/RMXGdmhl2d customer service representative at 888-283-5051. They're available 24 hours a day, 7 days a week. ^TG","@134819 While is a wholly-owned subsidiary of it operates as an independent site. You can reach an customer service representative at 888-283-5051. They're available 24 hours a day, 7 days a week. ^TG",Thu Nov 30 15:08:00 +0000 2017,
86218,86216,@AmazonHelp Si. Dos ocasiones. Una acordamos un lugar diferente y no fue. En otra acordamos un horario más tarde en el mismo domicilio y tampoco fue.,Si. Dos ocasiones. Una acordamos un lugar diferente y no fue. En otra acordamos un horario más tarde en el mismo domicilio y tampoco fue.,"@134820 Comprendo. Por favor, contacta con nuestros compañeros de Soporte al Cliente para asistencia adicional: https://t.co/beR78zMMYB. ^LG","@134820 Comprendo. Por favor, contacta con nuestros compañeros de Soporte al Cliente para asistencia adicional: ^LG",Thu Nov 30 14:09:00 +0000 2017,
86221,86220,@116875 hola tengo un paquete pendiente de entrega. No hemos coincidido. Como le hacemos para recibirlo?,hola tengo un paquete pendiente de entrega. No hemos coincidido. Como le hacemos para recibirlo?,"@134820 Hola Angel, ¿has podido contactar con el transportista directamente sobre esta entrega? ^LG","@134820 Hola Angel, ¿has podido contactar con el transportista directamente sobre esta entrega? ^LG",Thu Nov 30 14:00:30 +0000 2017,
86224,86222,@115821 explain to me why my order goes from California to Maryland for delivery when I live in Texas. Not to mention it’s late. My order is more traveled than I am,explain to me why my order goes from California to Maryland for delivery when I live in Texas. Not to mention it’s late. My order is more traveled than I am,"@134821 Hi, sorry to hear about your order being late. What was date provided to you for delivery when you placed the order? ^CR","@134821 Hi, sorry to hear about your order being late. What was date provided to you for delivery when you placed the order? ^CR",Thu Nov 30 14:09:00 +0000 2017,delivery_status
86223,86225,"@AmazonHelp Yesterday November 29th. It left for delivery yesterday morning, 4hrs later it was back at amazon facility","Yesterday November 29th. It left for delivery yesterday morning, 4hrs later it was back at amazon facility",@134821 Can you tell us who the carrier is for this order? You can find that information here: https://t.co/Y5jpI9gRhE ^KN,@134821 Can you tell us who the carrier is for this order? You can find that information here: ^KN,Thu Nov 30 15:10:00 +0000 2017,delivery_status
86226,86227,@AmazonHelp It doesn’t say. Just shipped by Amazon Logistics. Kinda ironic and not logical,It doesn’t say. Just shipped by Amazon Logistics. Kinda ironic and not logical,@134821 Thank you for that info! We'd like to take a look at this with you so please provide your information here: https://t.co/F0gYfLKAWR ^DD,@134821 Thank you for that info! We'd like to take a look at this with you so please provide your information here: ^DD,Thu Nov 30 17:56:33 +0000 2017,
86228,86229,@AmazonHelp I’m doing all of this by my phone. I can’t copy some of the information,I’m doing all of this by my phone. I can’t copy some of the information,@134821 Enter as much detail as you can using the link provided by ^DD. This will ensure our team will be able to get this escalated for you. ^NC,@134821 Enter as much detail as you can using the link provided by ^DD. This will ensure our team will be able to get this escalated for you. ^NC,Thu Nov 30 18:16:00 +0000 2017,
86235,86234,@115821 @AmazonHelp  is there a way i can receive a tracking number for the product i recently bought?,is there a way i can receive a tracking number for the product i recently bought?,@134823 You can view your tracking details here: https://t.co/Y5jpI9gRhE Please let us know if we can help with anything else. 😊 ^CO,@134823 You can view your tracking details here: Please let us know if we can help with anything else. 😊 ^CO,Thu Nov 30 14:08:00 +0000 2017,delivery_status
86237,86236,"@134825 @AmazonHelp P.s das Paket hochgetragen hat er auch nicht. Und mit gebrochenen Englisch auf die Frage was mit der anderen Lieferung sei...kam nur ein ""maybe tomorrow"". Bin ziemlich sauer das man wenn es um @134825 geht meistens die Hände über den Kopf zusammen schlägt und hofft es kommt an.","P.s das Paket hochgetragen hat er auch nicht. Und mit gebrochenen Englisch auf die Frage was mit der anderen Lieferung sei...kam nur ein ""maybe tomorrow"". Bin ziemlich sauer das man wenn es um geht meistens die Hände über den Kopf zusammen schlägt und hofft es kommt an.",@134824 Bitte melde dich mal wegen dem verspäteten Paket bei uns im Kundenservice: https://t.co/dDmBEPionb Die Kollegen prüfen das. ^MS,@134824 Bitte melde dich mal wegen dem verspäteten Paket bei uns im Kundenservice: Die Kollegen prüfen das. ^MS,Thu Nov 30 14:08:00 +0000 2017,
86241,86240,@115830 why on earth do you use so much packaging for everything?! So wasteful 😭🤯 https://t.co/M5MJYbv7o1,why on earth do you use so much packaging for everything?! So wasteful 😭🤯,"@134826 My goodness, your recycle bin is going to be full! Please take a few minutes to provide your packaging feedback here: https://t.co/rjFeTam0LU  Hopefully we can stop this from happening in the future. ^SP","@134826 My goodness, your recycle bin is going to be full! Please take a few minutes to provide your packaging feedback here: Hopefully we can stop this from happening in the future. ^SP",Thu Nov 30 14:07:32 +0000 2017,
86244,86242,@115830 could someone explain why I pay for prime one day shipping when everything comes up lately with “free one day delivery” and the delivery date is at least 4 days away? This has happened with every order in the last couple of weeks. What am I paying for.....?,could someone explain why I pay for prime one day shipping when everything comes up lately with “free one day delivery” and the delivery date is at least 4 days away? This has happened with every order in the last couple of weeks. What am I paying for.....?,"@134827 Hi Sam, I am sorry to hear that have you noticed the delays with a certain carrier in particular? Have you contacted our customer service team? ^HS","@134827 Hi Sam, I am sorry to hear that have you noticed the delays with a certain carrier in particular? Have you contacted our customer service team? ^HS",Thu Nov 30 14:07:32 +0000 2017,delivery_status
86243,86245,@AmazonHelp Every item I’ve ordered in the last 2 weeks. Placed an order today said delivery tomorrow then at payment changes to 4th just one example. Not sure why I’m paying for prime....,Every item I’ve ordered in the last 2 weeks. Placed an order today said delivery tomorrow then at payment changes to 4th just one example. Not sure why I’m paying for prime....,"@134827 We're always striving to improve our customers' experiences and feedback like yours is appreciated. I know we'd be happy to look into this, as well as pass feedback on to the courier. To reach out to us directly by phone or chat, click here: https://t.co/JzP7hlA23B ^TG","@134827 We're always striving to improve our customers' experiences and feedback like yours is appreciated. I know we'd be happy to look into this, as well as pass feedback on to the courier. To reach out to us directly by phone or chat, click here: ^TG",Thu Nov 30 15:45:29 +0000 2017,delivery_status
86247,86246,"I ordered some replacement earring backs from @115821 and this is the box they arrived in. The item is in the top left, in case you can't see it amid all the packaging https://t.co/FEY2OgPs0c","I ordered some replacement earring backs from and this is the box they arrived in. The item is in the top left, in case you can't see it amid all the packaging","@134828 Hello, please submit the packaging feedback form here: https://t.co/fxgZ6hTrFA ^CR","@134828 Hello, please submit the packaging feedback form here: ^CR",Thu Nov 30 14:06:37 +0000 2017,
86252,86251,Today I discovered you cannot have a @115833 Alexa and a dog in the same room https://t.co/lHziabIwCO,Today I discovered you cannot have a Alexa and a dog in the same room,@134830 This deserves a round of appaws! 😁🐶❤️ ^TH,@134830 This deserves a round of appaws! 😁🐶❤️ ^TH,Thu Nov 30 14:06:00 +0000 2017,
86255,86253,"@115821 @116316 I bought the following flask 3 weeks ago and it just exploded, scolding my face and neck with boiling water. Who do I talk to about this?
https://t.co/QVrNADgHId https://t.co/36Ro3YMSaF","I bought the following flask 3 weeks ago and it just exploded, scolding my face and neck with boiling water. Who do I talk to about this?",@134831 That sounds really not very well. Where did your ordered the article from. In .co.uk or .de? ^AM,@134831 That sounds really not very well. Where did your ordered the article from. In .co.uk or .de? ^AM,Thu Nov 30 14:05:27 +0000 2017,
86254,86256,"@AmazonHelp Hi, from .de","Hi, from .de","@134831 We would like to take a closer look at your case. Would you please contact us, the social media team. You can reach us here: https://t.co/br7bhrlJn8 ^AM","@134831 We would like to take a closer look at your case. Would you please contact us, the social media team. You can reach us here: ^AM",Thu Nov 30 14:42:00 +0000 2017,
86259,86257,"@115821 If I was desperate enough, in theory, I could fake my account location to US, but then, incidentally, that process is broken and throws an error.","If I was desperate enough, in theory, I could fake my account location to US, but then, incidentally, that process is broken and throws an error.","@134832 You can change the language for your Alexa devices within the Alexa app. Please note that the language settings have to be changed individually for each device.
1. Open the Alexa app &amp; select ""Settings""
2. Select your device. 
3. Select ""Language""

Regards ^MS","@134832 You can change the language for your Alexa devices within the Alexa app. Please note that the language settings have to be changed individually for each device. 1. Open the Alexa app & select ""Settings"" 2. Select your device. 3. Select ""Language"" Regards ^MS",Thu Nov 30 14:04:28 +0000 2017,damaged_or_missing
86262,86261,@116935 @115821 @115833 #TheU2Experience keeps cutting out and #Alexa on my #echo keeps apologizing. How do I fix this? #Amazon #AmazonEcho,#TheU2Experience keeps cutting out and #Alexa on my #echo keeps apologizing. How do I fix this? #Amazon #AmazonEcho,"@134833 Hi, have you been able to run through the information here: https://t.co/rCeR2CnaD4 Please let us know how you get on. ^TS","@134833 Hi, have you been able to run through the information here: Please let us know how you get on. ^TS",Thu Nov 30 14:01:00 +0000 2017,
86266,86265,"Why is it @115821 that whenever we call for a simple, simple question your Seller Support agents don't know the answer? Why? #WTF is wrong with you guys? How you are a billion dollar company is beyond me. Bunch of fucking idiots work in customer service.","Why is it that whenever we call for a simple, simple question your Seller Support agents don't know the answer? Why? #WTF is wrong with you guys? How you are a billion dollar company is beyond me. Bunch of fucking idiots work in customer service.","@134835 Oh no! We certainly don't want you having a poor experience. We'd love to assist you. Without providing any account information, could you explain what happened? ^GP","@134835 Oh no! We certainly don't want you having a poor experience. We'd love to assist you. Without providing any account information, could you explain what happened? ^GP",Thu Nov 30 13:59:29 +0000 2017,
88967,88966,Was soll der Scheiß?! @AmazonHelp @124285 https://t.co/deeGJ29EOq,Was soll der Scheiß?!,"@135249 Hey Jochen, sowas sollte natürlich nicht passieren. Hoffentlich ist nichts kaputtgegangen. Gerne nehmen wir dein Feedback zur Verpackung an. Melde dich doch hier: https://t.co/ohSqXa1X5J","@135249 Hey Jochen, sowas sollte natürlich nicht passieren. Hoffentlich ist nichts kaputtgegangen. Gerne nehmen wir dein Feedback zur Verpackung an. Melde dich doch hier:",Thu Nov 23 13:01:00 +0000 2017,
