example_id,customer_message,conversation_context,intent,historical_resolution,expected_action,difficulty,notes
gold_091,"I want to cancel the order because delivery was delayed, but the website won't let me.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,medium,Cancellation blocked due to active carrier dispatch.
gold_092,"Accidentally used my business credit card for a personal order, can I switch it now?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,medium,Card swap on processing order.
gold_093,How can I change the delivery day for my Amazon Day delivery?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,medium,Amazon Day delivery schedule change.
gold_094,"The system says order cannot be cancelled because it is preparing for shipment, but it has said that for 4 days!",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,Extended 'preparing for dispatch' limbo.
gold_095,"I cancelled the order, received cancellation confirmation email, but the item was delivered anyway.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,Post-cancellation fulfillment glitch.
gold_096,Third party seller refused my cancellation request 2 minutes after order was placed.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,Marketplace 3P seller cancellation friction.
gold_097,Can you intercept a delivery in transit because I suspect the seller is a scam?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,Package intercept on suspected scam purchase.
gold_098,I need to change the delivery address to an international destination on an existing order.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,International address change restriction.
gold_099,"I cancelled an order that used a one-time promotional coupon, do I get the coupon back?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,Promotional voucher reinstatement after cancellation.
gold_100,"My order has 5 items, I want to cancel 3 and keep 2, but the app tries to cancel everything.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,order_cancellation_or_change,"Instruct customer to visit Your Orders > Cancel Items if still in pending status; clarify that once dispatched, address cannot be changed and must be returned upon delivery.",AUTO_HANDLE,hard,Selective item cancellation in multi-item order.
gold_101,My Amazon account has been locked for suspicious activity. How can I unlock it?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Locked account requiring security verification.
gold_102,I am not receiving the Two-Factor Authentication OTP code on my mobile phone.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,2FA authentication delivery failure.
gold_103,I forgot my password and the password reset link is not arriving in my inbox.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Password reset email delivery issue.
gold_104,I want to permanently close and delete my Amazon account and personal data.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,GDPR / account deletion request.
gold_105,Someone unauthorized logged into my account and placed three orders in another state!,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Account takeover / unauthorized orders.
gold_106,How do I turn off Two-Step Verification on my account? I lost my old phone number.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,2SV recovery with lost phone number.
gold_107,My account is on hold pending verification of my billing address.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Account identity verification hold.
gold_108,I received an email claiming my account was suspended. Is this a phishing scam?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Phishing report / account status verification.
gold_109,Can I merge two separate Amazon accounts registered to different emails?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Account consolidation policy inquiry.
gold_110,"My child made in-app purchases without my knowledge, can I restrict their account access?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,easy,Child purchase restriction and parental controls.
gold_111,Cannot access my account because my university email address was deactivated.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Lost access to primary email domain.
gold_112,An unrecognized device from another country was just added to my Amazon account.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Unrecognized device alert.
gold_113,The OTP is being sent to a landline phone that cannot receive SMS text messages.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Voice call fallback for 2FA.
gold_114,My Amazon account was closed by Amazon with no explanation and gift card balance inside.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Arbitrary account closure with trapped funds.
gold_115,"I keep getting prompt to upload ID to verify my identity, where do I securely submit it?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Government ID verification process.
gold_116,"My business account administrator left the company, how do we transfer master ownership?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Corporate account administrator transfer.
gold_117,"Every time I log in, I am forced to change my password in an endless loop.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Authentication loop error.
gold_118,Is it safe to give my Amazon account info to a third-party cashback app?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,medium,Third-party credential sharing security risk.
gold_119,"Someone hijacked my Amazon account, changed the email and password, and maxed out my Amazon store card.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,Full account takeover with financial fraud.
gold_120,Received a physical security key notification that I never requested or configured.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,Hardware token security alert.
gold_121,My deceased family member's account needs to be closed and their Kindle library preserved.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,Bereavement account closure and digital inheritance.
gold_122,I am a victim of identity theft and someone opened an Amazon credit account using my SSN.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,Identity theft / fraudulent credit line creation.
gold_123,Account blocked after buying high volume of gift cards for corporate employees.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,Anti-money laundering / fraud prevention trigger.
gold_124,Login page is showing someone else's name and partial order history on my browser cache.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,Severe data leakage / session mixing incident.
gold_125,Two-step verification app authenticator secret key lost after phone factory reset.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,account_and_security,"Advise security protocols, NEVER request passwords or full credentials over Twitter, direct to secure account recovery link or escalate immediately to security specialists via private portal.",ESCALATE,hard,TOTP loss requiring manual identity affidavit.
gold_126,"I was just charged $139 for Amazon Prime annual renewal, but I want to cancel it for a refund.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime annual auto-renewal refund request.
gold_127,How do I sign up for the 6-month free Amazon Prime Student membership?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime Student eligibility and sign-up.
gold_128,Prime Video is giving me Error 5004 on my Samsung Smart TV when streaming movies.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime Video playback error troubleshooting.
gold_129,Can I share my Amazon Prime shipping benefits with my wife through Amazon Household?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Amazon Household sharing benefits.
gold_130,How do I cancel my Amazon Music Unlimited monthly subscription?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Digital music subscription cancellation.
gold_131,What are the benefits included in Amazon Prime besides free two-day shipping?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime benefit inquiry.
gold_132,How do I pause my Prime membership while I go abroad for the summer?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime membership pause feature.
gold_133,"Kindle Unlimited is charging me $9.99 every month, how do I stop it?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Kindle Unlimited cancellation.
gold_134,Why does Prime Video show commercials now when I already pay for a subscription?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime Video ad-tier inquiry.
gold_135,How do I redeem the Twitch Prime / Prime Gaming free monthly sub?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,easy,Prime Gaming perk redemption.
gold_136,I have Prime but items are showing 4 to 5 day delivery estimates instead of Two-Day.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Prime delivery guarantee expectation.
gold_137,Prime Video says 'This title is not available in your location' while I'm traveling.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Geographic licensing restriction on streaming.
gold_138,"Signed up for 30-day Prime free trial, why do I see a $1 pending charge on my card?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Pre-authorization card validation hold.
gold_139,How do I switch from an annual Prime billing cycle to a monthly billing cycle?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Billing frequency modification.
gold_140,My Amazon Household member cannot access the Prime Video library on their profile.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Household profile permission sync.
gold_141,Audible subscription credits are missing from my account this month.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Audible membership credit allocation.
gold_142,Why was I billed for Prime when my mobile carrier plan is supposed to include it free?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Carrier-bundled Prime promotion sync.
gold_143,Does Prime membership cover free returns on heavy items like exercise bikes?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,medium,Heavy item return policy under Prime.
gold_144,"Cancelled Prime last week, got a confirmation email, but was still charged the full $139 today.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Errant billing after cancellation confirmation.
gold_145,Prime Video 4K UHD content plays only in 1080p despite having high-speed fiber internet.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Display resolution / HDCP streaming bottleneck.
gold_146,My Prime Student verification document was rejected even though I uploaded my current tuition receipt.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Student status documentation dispute.
gold_147,"Subscribed to a third-party channel inside Prime Video, now cannot find where to cancel it.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Prime Video Channels subscription management.
gold_148,Grandmother was charged for Prime for two years without knowing what it was or ever using it.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Long-term unused Prime membership refund.
gold_149,"Prime delivery is consistently 3 days late in my neighborhood, can I get compensation?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Chronic SLA violation on Prime delivery.
gold_150,Amazon Music app deletes downloaded offline playlists after every app update.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,subscription_and_prime,"Guide user to Manage Prime Membership page, explain pro-rated refund policy if benefits were unused, provide basic device restart/reinstall steps for streaming issues.",AUTO_HANDLE,hard,Mobile application bug causing cache loss.
gold_151,I see two identical charges of $49.99 on my credit card statement from Amazon today.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Duplicate billing charge dispute.
gold_152,My Amazon Gift Card says the claim code is invalid or already redeemed by another account.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Invalid / redeemed gift card claim code.
gold_153,My debit card was declined during checkout even though I have plenty of funds.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Payment instrument decline.
gold_154,The $10 promotional discount code was not applied to my order total at checkout.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Missing promotional credit.
gold_155,Can I split payment between two different credit cards on an order?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Split payment tender inquiry.
gold_156,Why does Amazon say payment revision needed on order #112-9928172?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Payment revision needed notice.
gold_157,I have an unrecognized charge from AMZN Mktp on my bank account for $84.20.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Unrecognized marketplace transaction.
gold_158,How do I update the expiration date on my default payment card?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Payment method update.
gold_159,Can I pay for my Amazon purchases using PayPal balance directly?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Unsupported payment tender policy.
gold_160,"I returned an item bought with an Amazon gift card, where did the refund go?",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,easy,Gift card balance refund destination.
gold_161,"Charged twice for one order: once when I ordered, and again when it shipped.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Authorization hold vs settlement confusion.
gold_162,"Applied a $100 gift card, but when my order was modified, the balance disappeared.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Gift card balance loss after order edit.
gold_163,"Bank says Amazon declined the transaction, but Amazon says the bank declined it.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Inter-bank payment dispute finger-pointing.
gold_164,Amazon Rewards Visa Card points are not showing up on my checkout screen.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Credit card reward points integration error.
gold_165,Charged sales tax on tax-exempt non-profit organization purchases.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Tax exemption certificate discrepancy.
gold_166,Purchased an e-gift card for a friend 4 hours ago and they never received the email.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Delayed digital gift card delivery.
gold_167,Refund amount was short by $12 due to currency conversion fee differences.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,Foreign transaction exchange rate dispute.
gold_168,How can I download a consolidated VAT invoice for my accounting department?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,medium,VAT/tax invoice generation for accounting.
gold_169,A recurring $14.99 charge has been billed to my card every month for a service I never signed up for.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Unauthorized recurring subscription billing.
gold_170,Physical gift card bought in a retail store had the scratch-off silver coating peeled off.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Tampered physical gift card packaging.
gold_171,"My bank initiated a chargeback for fraud, and now Amazon blocked my whole order history.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Chargeback dispute leading to account suspension.
gold_172,Promotional credit was removed by customer service rep after promising it would stay.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Broken agent promise regarding credit.
gold_173,Overcharged on import duty deposit for an international shipment to the UK.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Import duty fee calculation dispute.
gold_174,Accidental purchase by Alexa voice ordering on my Echo speaker.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Voice ordering accidental charge.
gold_175,"Payment failed during Lightning Deal and by the time I updated the card, the deal ended.",Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,payment_and_billing,"Explain authorization hold vs settled charges; for gift card / billing discrepancies, direct to secure payment assistance page or escalate to human agent since billing details cannot be shared publicly.",ESCALATE,hard,Expired deal price during payment failure.
gold_176,Your customer service is the absolute worst. I want to speak to a supervisor right now!,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Severe customer service complaint demanding supervisor.
gold_177,Can someone from Amazon please send me a DM? I need help with an urgent matter.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Generic assistance request asking for DM.
gold_178,Who can I email to file a formal complaint against a delivery driver for rude behavior?,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Driver misconduct formal complaint.
gold_179,I have been on hold on phone support for 2 hours and was just hung up on.,Twitter public mention (@AmazonHelp) - First turn inbound customer inquiry,general_feedback_or_complaint,"Acknowledge frustration with empathy, request customer to reach out via direct phone/chat callback link (amazon.com/contact-us) or provide details via secure DM.",ESCALATE,easy,Call center abandonment complaint.
